103,1913160.9547019578
713,1724215.0280875706
9,1584147.446653547
400,1386283.1085769755
194,1194200.385296176
42,1177757.5299182397
32,1154374.0252675402
638,1086162.9765991091
41,1082390.8447226307
12,1041769.5600608644
372,1037713.5949117437
323,1016742.2649751875
598,909761.008640334
495,888328.9127901875
67,874913.7342905313
105,847091.1582712092
704,819341.250334118
212,816131.4425242519
617,815230.2585611367
1189,782692.730991678
357,759624.2212032864
249,735713.0749072244
308,719301.7386228123
176,709193.647350635
605,672832.5034218202
679,670212.3970809077
1283,663438.2730469789
277,662739.8074573933
389,639480.4313564308
1281,639033.5215897341
204,619441.295439019
509,616377.1707286463
128,616221.2695370973
297,601119.6967356355
321,590141.0567097891
63,574215.2064853929
144,569971.2780353337
1598,566179.4009055059
454,559908.4944472135
72,559305.9408360752
1539,557560.8727588085
254,554274.7744968736
19,537941.205523029
770,528721.6136341958
325,526189.6954850559
626,511543.9054240709
840,511045.75334346504
342,510024.4436412028
482,504827.43481299706
823,497970.54575396137
193,495301.40992562246
263,495193.4134376309
1113,482431.47209380753
475,477800.2061285035
317,471399.967202454
687,467466.38634955423
542,464685.73507044354
498,455124.8357570102
586,450856.3047966585
95,449852.8771915192
871,443857.33175254875
733,438417.462683862
250,438399.9587774631
97,437578.4536129001
1236,430816.4340113578
281,423319.2899750068
199,421905.59163802967
36,421664.1352906454
502,421208.6265095231
536,421168.47611232597
1255,407358.80388608034
615,403946.80662154796
53,403484.962830011
644,403075.0374223808
768,394057.2314401888
654,392543.86853448226
398,388270.31883076095
252,386395.73035528697
74,385375.7095334367
1402,377267.15569702745
681,375618.48557011527
1158,374140.5316853048
101,371235.19795152254
950,370899.53610439156
1033,368528.7328539095
758,367309.18085569766
1072,366343.51849487267
834,362308.5168413447
3,361140.3668693387
1185,358537.36292004
463,355273.9529066292
474,354663.0132861049
6,351115.0268374626
260,347930.0493904454
242,342537.2932778314
392,340874.0618089102
220,339646.60883687163
306,336047.9261423542
809,331444.55978773587
393,330817.7046179377
189,330208.3561373679
555,329466.45939190267
1042,328674.8275629424
34,327643.0551436207
8,327307.4484771979
546,323787.8952403225
481,323063.1697966162
621,321201.9340216999
878,320376.80244385503
569,320247.21021451784
725,319571.13666575705
44,319027.78460827365
191,317465.03199530987
701,317325.3681852001
712,317188.6642420397
282,316540.38121276157
697,316213.40247414063
639,315819.0904352064
337,314632.48312727275
283,313465.3927810297
302,310170.0858780252
272,309569.50826874655
513,309218.3972865186
50,307801.4732589063
289,306989.37647498265
753,306861.1605752566
590,306390.9226647714
1313,306033.3095493827
48,303330.447573648
341,298847.7013845226
62,298735.2940284646
1021,297861.73787491233
431,297591.9489079608
986,296109.1041851514
708,294770.39006658713
928,293063.2090943269
711,292483.87736876245
1339,289313.1573642542
377,289142.0308041436
523,288725.6703651731
765,287652.041814991
437,286732.7028743257
68,286621.97334348276
783,286577.10850764374
142,284746.0431594224
1,280129.73832593893
51,279167.0322164498
353,277074.0104903478
296,276637.8133957086
422,275670.973108214
368,274059.43209957454
830,274019.1629654884
1190,273668.77763273375
233,272620.79018777394
462,271600.40169789386
1253,270950.91891725274
27,270107.78044367424
52,268509.58063064347
314,267895.3504533789
609,266201.61565381585
1039,265267.3313603951
686,264670.56570285046
1127,264496.8401924629
396,262850.30076020537
73,261002.58772376587
38,259788.8774985279
792,258045.64746034227
781,255862.97234032597
652,253418.10801278165
596,252690.93195134026
719,249039.71245036196
316,248695.77531993232
1136,248089.77359247298
1269,245823.87786188972
831,245736.23726809653
777,245410.80256025423
714,242834.58233939667
456,242592.8662372443
266,242261.70896726477
815,241671.9509202278
1489,241539.9567365839
1580,241292.72632806437
1231,239909.0180444249
378,239497.19869390485
557,238529.92017656277
859,237858.10821179362
143,237250.70586755662
460,234261.03347326056
181,232395.7822838474
1026,231608.81957626817
309,230787.4519632533
175,230260.87739652136
448,229045.01404980893
640,229035.12666575494
547,228916.8260163905
938,227591.35185950913
843,227398.01293888458
394,226872.56718475302
514,226165.46401067052
234,225937.9614218878
479,224879.22703863442
527,224232.05295348278
1280,223809.94041399073
683,223656.70784281037
835,222122.5564454153
1260,221408.30188875645
236,221290.95072002042
919,221149.07819154288
124,220080.61149250052
810,217747.79802838128
211,215525.2782301678
228,213125.57291537707
214,212371.30407006654
388,210944.99397207587
483,210539.08098330756
303,209122.4049639911
350,208706.94486293517
1365,208503.16633732442
298,207893.93953650503
642,207688.1641372024
1004,207160.20955697674
1246,205666.24755544047
415,205462.83465801485
1118,204599.37565285785
1036,204112.02597746483
797,203096.1302440967
209,200840.93172062503
1393,200249.94981392138
391,199946.66801701637
994,199421.62719768356
1184,196942.96827569013
172,196637.872123283
1601,195935.03313485242
1647,195346.72578655693
1522,193984.84005607248
884,193616.04054028544
69,193267.72315614985
1338,192120.0839543196
439,191190.89693984116
561,190681.58381759076
1018,190636.5796770862
343,190158.2326364893
620,189240.23529786206
847,188634.85619077136
299,188243.89890150324
224,187211.96820057428
913,185906.1625870483
311,183676.28543938938
762,182326.73944842102
405,182098.20034025307
346,181962.27389227902
409,181244.5480724087
88,179679.6387524255
1142,179445.65133865355
1565,179141.95028273136
538,178974.656376603
339,178112.7528823444
1183,177936.62384842747
1406,177674.2861240155
1616,176974.02359856415
595,175419.11041905053
741,174624.38482105138
429,174431.6344184801
1312,173540.26420047882
375,168893.69784657852
706,168818.43643777067
1056,166489.1159692562
402,166309.43281333512
576,166195.23732095634
145,165986.32841840037
1244,165746.11773007608
915,164577.9021030285
1387,164494.99338883985
1284,164041.64947372087
1585,163402.5945102343
338,163189.8600756136
131,162986.7672946265
1624,162448.7012030096
358,162390.85140362347
990,161705.15120666576
161,161475.62427138758
1034,161300.82939731464
1000,160790.66307996958
318,159902.82808204342
800,158682.15376410697
257,158275.51910712747
1103,158034.4101683599
969,157925.72819079875
379,157019.84305821217
288,156893.02976019206
1302,156371.68411244274
658,156022.6582411326
766,155770.58213920833
449,155560.70291042767
468,155288.1031528165
540,154905.01256857408
749,154369.68346428243
779,154251.4650014102
817,154228.80032260198
1487,154068.75625007655
352,153711.96205270794
447,152143.28773899822
1648,151854.88206839788
592,150107.84141027415
1215,149145.7352366157
852,149045.43104553432
1449,148970.9336308688
560,148797.21098036348
313,148213.5803653199
1343,148037.74036858356
355,146470.18933010934
386,145743.6190895682
912,145104.71946791242
1060,144816.04530609728
599,144744.85375710233
365,144329.70484522806
1332,144289.42565995175
525,144027.5580486579
102,143780.9868762395
567,143437.8371080164
440,142320.9444517798
1043,141660.85824013705
132,141386.32627059525
517,141327.16590753896
1069,141095.71723860232
1619,141013.96278812047
551,139603.45613319962
1556,139558.64179557152
966,138795.11296800297
1248,137773.48857643813
1373,136523.4668262314
975,136198.78843221534
794,135929.46410840686
177,135763.20780511643
964,135031.44285331716
549,134714.27654786513
603,134586.80384996044
532,134545.05083862026
544,134259.707482351
1665,133655.883027267
60,133145.7736448375
632,132606.12715465622
423,132584.7954497269
376,132324.93452955235
799,132284.79116671474
1032,132117.21746487805
109,131519.88032829762
1520,130804.57042870612
573,130757.75502808453
294,130464.57506149715
332,129542.27488679551
364,129308.40185402214
739,129060.04570804288
841,128521.63779432431
1440,128423.46104089804
583,128191.74889819135
738,128160.32441325618
939,127664.45084530041
646,127619.41338236646
991,126081.86003863385
504,124815.2507600867
367,123833.06520214402
307,123128.78143513249
1509,123054.55501629123
949,122787.38081613884
1217,122748.50517005396
245,122595.11804519211
477,122180.83227296454
594,121340.87690151147
1097,121318.0739497179
371,120689.23753735327
942,120625.1445313183
1317,120112.26686449867
801,119962.5486251411
616,119657.2183891576
778,119436.44134027051
221,119181.89149771957
1603,118633.05731336426
735,118161.86444026325
793,118157.42050839856
607,117954.16921195787
1138,117932.56147246389
933,117804.38021216332
993,117427.16931213418
118,117329.7744961763
90,117238.92245393404
1285,117144.33379309346
539,116939.00405596218
1517,116700.82403543181
814,116373.7570719277
1383,116071.76116045355
184,115553.32368091351
1472,115386.8897471763
1037,115190.05841214696
600,115049.56555680322
958,114823.49775723837
285,114376.83513364774
335,114345.86012167763
1434,113926.28124758872
163,113486.82926601234
997,112909.53813040911
1181,112862.15004330901
155,112842.32588506637
734,112719.24406383547
752,112390.3301686346
1227,112323.64519632736
1050,112288.65021833812
1173,111889.14622856837
1132,111723.95093362668
1540,111467.20263192152
645,111272.6957694815
822,110989.11741328373
643,110151.79677954958
1213,109621.358908292
503,109312.98217820196
1381,109238.27944883371
518,108026.2178449866
274,107701.59925212919
315,107571.7448991047
1356,107247.60621444891
1014,106720.72964178227
135,106645.60324207875
114,106630.4187530219
1101,106359.00219765457
322,106042.17975771456
26,105588.64921269764
1359,105408.55520847184
201,105187.17370951346
728,105138.56658297748
1068,104745.33567600249
1346,104698.38644278418
1508,104529.15491167492
1326,104406.20415298828
168,104025.53360042768
1417,103663.58044430296
700,103627.22803805216
319,103463.11875470675
1196,103214.1497674393
967,103064.39360517611
349,103062.2387756313
276,102952.42414275857
824,102770.87203022323
174,102599.84766579302
1578,102062.03460974758
1272,101898.66076752769
1187,101847.71918380063
30,101434.33434310822
425,101335.19720822123
256,101304.59131359628
1314,101194.15641678733
1062,100526.08825943552
1130,100165.78854374599
545,99723.61773544624
198,99709.83061201822
85,99672.8739128285
345,99529.97793833437
1545,99111.43949761456
1287,98965.78064387252
1362,98918.48470292716
1497,98881.41268251363
1423,98034.7655791755
721,97985.79272937702
992,97952.35833666942
1271,97577.47047550595
934,97559.99774810775
1576,97535.69000705832
1641,96651.87923554814
1168,96608.80855624388
901,96288.02179821627
1573,96038.78947121157
588,95875.03271181429
893,95656.7645861648
465,95111.7235617416
673,94890.44713474144
361,94201.80287796487
1117,93493.85830171562
924,93240.58632818615
1328,93082.90054047201
84,92974.96551581359
625,92264.81735745352
520,92221.73153923369
1379,92109.26106220948
1375,91391.85469606114
507,91253.05900983313
29,91188.42636558259
149,90508.72377186679
999,90280.2351568104
940,90249.88264755481
1644,90183.48812196641
413,90037.21441409289
1178,90004.42195263559
356,89866.27022776431
710,89826.41755066026
601,89573.81450169509
821,89294.31763492269
1542,89265.35583592193
1282,88729.12252732394
1214,88639.92211324573
1013,88448.83381767388
1329,87964.50980907623
1403,87956.67013591203
582,87751.49321231633
1211,87651.8176910353
373,87572.9151112158
853,87239.09263846806
329,87121.02956881857
627,86959.52331800254
286,86937.8155808652
1029,86478.74794633711
1052,85848.62395047977
1433,85745.64852757356
278,85686.07832252243
438,85603.35536419474
