Node,1,2,3,4,6,5,7,AVG
1,1.3471503839359522,2.124450130536679,0.0,0.0,0.0,0.0,0.0,0.4959429306389473
2,1.683829309846859,1.5932538963239127,0.0,0.0,0.0,0.0,0.0,0.46815474373868166
3,0.6736287262776625,1.5932538963239127,0.0,0.0,0.0,0.0,0.0,0.32384037465736787
1358,1.3471857684369415,1.0622821491035512,0.0,0.0,0.0,0.0,0.0,0.3442097025057847
1359,2.0206465708543053,1.0622821491035512,0.0,0.0,0.0,0.0,0.0,0.4404183885654081
497,0.33681436313883123,0.5311412348996273,0.0,0.0,0.0,0.0,0.0,0.12399365686263694
1351,0.673628827957263,2.124450130536679,0.0,0.0,0.0,0.0,0.0,0.3997255654991346
1536,1.3471859717961425,0.5311412348996273,0.0,0.0,0.0,0.0,0.0,0.2683324580993957
1537,0.673628827957263,1.0622821491035512,0.0,0.0,0.0,0.0,0.0,0.24798728243725915
1535,1.0104430894164935,0.0,0.0,0.0,0.0,0.0,0.0,0.14434901277378479
1529,2.3569081782646806,0.0,0.0,0.0,0.0,0.0,0.0,0.3367011683235258
4,8.406606912497223,2.6554907070723908,3.914831280708313,2.159425562970779,0.0,0.0,0.0,2.4480506376069577
5,2.692821533043192,0.5311412348996273,2.3494763374328613,0.7203380879233866,0.0,0.0,0.0,0.8991110276141524
6,2.020886178832987,0.5311412348996273,0.7832350134849548,0.7203380879233866,0.0,0.0,0.0,0.5793715021629937
7,1.0104430894164935,0.5311412348996273,1.5664697885513306,0.7203380879233866,0.0,0.0,0.0,0.5469131715415483
9,9.748301753725695,1.0622821491035512,0.0,0.0,0.0,0.0,0.0,1.5443691289756065
16,6.04921776430207,4.778827983431188,0.7832350134849548,1.440676504022935,0.0,0.0,0.0,1.8645653236058783
17,5.0484798656579875,3.717290489751012,0.0,0.0,1.8123935808738072,0.0,0.0,1.5111662766118297
30,6.053926953321659,3.715896144919439,1.5664697885513306,1.4406757382785573,0.0,0.0,0.0,1.8252812321529979
31,0.33681436313883123,0.0,0.0,0.0,0.0,0.0,0.0,0.048116337591261604
