28,84972.49873842573
23,65222.45703120602
44,64587.69970735985
18,58500.52330059698
52,55779.95305062449
47,55271.44377268088
46,54687.08621943632
6,53999.340679263914
14,53297.6152203706
9,51640.352875340424
65,50740.68084495516
71,50669.058785574285
70,50004.87239826578
62,49908.029303436066
22,48815.56257225046
78,46863.86563614659
40,44825.086410248376
36,44146.76821689904
67,43776.494162247815
68,43420.28468810216
10,43097.24834198845
19,42693.96781854503
72,41169.58910145587
43,41011.73012692754
2,40989.53229379994
79,40708.97916189965
48,40550.34772360137
26,39142.20597429499
32,38821.14907235313
77,38745.33941219138
20,38506.756727942324
21,38050.99034370536
39,37187.84418378102
63,36504.10705089114
57,35787.24284004274
45,34942.63486234983
29,34538.42968718392
42,33819.33870963977
11,33378.29482246836
37,33058.53925451485
16,32881.03546243381
60,32299.965005375805
53,32141.13703210255
80,31489.318706276325
83,31212.181547693068
49,30802.319941291466
54,30426.313829995433
30,30235.656795278723
31,30142.269104445717
74,30027.910506881948
51,29845.81318715479
5,29614.328449778674
25,28764.59599089677
38,28595.10049791159
35,28325.344979785736
50,28233.539255029285
59,28168.94257055758
66,27358.728482858114
4,27192.37424043116
64,27083.493667871415
27,26850.23526124651
55,26051.267721847657
81,25149.850987625592
76,24530.158920594255
84,24281.325800468298
73,23527.41118924199
34,23348.728681043012
12,22900.10956314661
58,22199.335678479794
56,20490.43654226107
69,20027.589450607367
7,20020.294631498255
24,19320.316360048742
17,19265.823684651128
33,19186.31225573419
8,18954.596627741183
1,18271.40531246271
82,17924.99010197999
75,17776.89452039651
3,16320.311288518968
15,13498.616669161915
61,8517.355089438199
41,8005.43582264774
13,6939.358228155685
