layer_id,node_id,degree,k_shell,k_shell_itr,nip,sombor_index,ego_density,ego_degree,ego_k_shell,ego_degree_mean,kss,vote_power,clustering,SIR
1,98,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,196,42.0,1.0,2.0,0.00126,0.017644999291584,0.00086,0.01764,0.0003360084,0.00126,0.004,43.0,0,nan
1,147,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,77,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,190,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,56,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,83,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,134,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,110,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,189,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,187,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,75,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,84,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,158,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,144,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,157,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,123,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,103,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,142,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,45,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,167,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,111,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,161,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,178,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,148,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,179,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,186,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,85,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,115,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,124,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,57,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,152,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,130,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,72,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,91,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,131,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,135,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,151,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
1,136,1.0,1.0,1.0,0.00085,0.000420119030752,2e-05,-0.000195,4.002699138e-06,0.000645,0.002,1.0,0,nan
